Time,Susceptible,Exposed,Infected,Recovered/Vaccinated,Total Population
325,442270.51443424355,5.594080509085437,48.13249539986228,37848677.421712205,32986293.47956101
326,440064.3905212363,5.159838660170396,44.56893818052629,37859410.28397125,32981516.67627512
327,437869.29255579197,4.759017176941544,41.26680143055989,37870089.386546746,32976936.087460324
328,435685.1637615774,4.38906728772894,38.207095591845075,37880715.014394775,32972552.883120097
329,433511.94778352795,4.047632749542299,35.372196054806984,37891287.44982715,32968367.874335907
330,431349.5886751137,3.7325354035939253,32.745745904716614,37901806.9726128,32964381.524805233
331,429198.03088656336,3.4417618968513497,30.312566055046343,37912273.860071875,32960593.96554559
332,427057.21925380145,3.173451296801247,28.058571124998252,37922688.387164064,32957005.005814116
333,424927.098988212,2.9258837088495637,25.970691769662015,37933050.82657063,32953614.14782407
334,422807.6156670168,2.6974696620990417,24.03680201061424,37943361.44877136,32950420.598733485
335,420698.7152243441,2.4867403494545632,22.245652017060387,37953620.52211624,32947423.28484378
336,418600.34394284803,2.2923385384054016,20.586805421174706,37963828.31289257,32944620.864272695
337,416512.448445899,2.1130101863837516,19.050581213255057,37973985.08538761,32942011.740527652
338,414434.9756902612,1.947596674201289,17.627999634114776,37984091.1019472,32939594.075592592
339,412367.87295923993,1.7950276147070254,16.310731915956747,37994146.62303065,32937365.802814357
340,410311.0878562677,1.6543142063683376,15.091053643799055,38004151.90726201,32935324.640107602
341,408264.5682988735,1.5245430665196849,13.961801305123961,38014107.21147825,32933468.101990283
342,406228.2625130432,1.4048705454387762,12.916332083787097,38024012.79077415,32931793.51286409
343,404202.11902789574,1.2945174387821525,11.94848632641651,38033868.898544684,32930298.018949993
344,402186.0866707021,1.1927641323546998,11.052552852455653,38043675.78652447,32928978.59949614
345,400180.1145621698,1.0989460721499198,10.223236556353758,38053433.704825036,32927832.079432897
346,398184.1521120249,1.0124496037676984,9.45562850481494,38063142.90196963,32926855.139995188
347,396198.1490148197,0.9327081002102556,8.745177987115145,38072803.624926046,32926044.329897866
348,394222.05524599296,0.8591984016470469,8.087666705626766,38082416.11913744,32925396.07615272
349,392255.82105812914,0.7914375060517844,7.479184703491488,38091980.62855135,32924906.694148563
350,390299.3969774258,0.7289795204369671,6.916108071043155,38101497.39564697,32924572.397910178
351,388352.733800341,0.6714128342548684,6.3950782348549575,38110966.66146093,32924389.309768822
352,386415.782590411,0.6183575056393767,5.912982720168035,38120388.66561156,32924353.469764456
353,384488.49467522855,0.569462852616197,5.466937313962764,38129763.64632177,32924460.84471307
354,382570.8216435609,0.5244052159234346,5.0542694645740305,38139091.840440795,32924707.336152088
355,380662.715342612,0.48288590055578673,4.672502939187958,38148373.48346455,32925088.78888899
356,378764.12787540007,0.4446292625043355,4.3193435078684566,38157608.80955511,32925600.998973317
357,376875.0115982611,0.4093809510086089,3.992665736962259,38166798.05155906,32926239.721285954
358,374995.3191184507,0.37690627340953536,3.6905006577986668,38175941.44102489,32927000.67666994
359,373125.0032918537,0.3469886953212982,3.4110243856522167,38185039.208219565,32927879.559291698
360,371264.01722077985,0.31942844411424104,3.152547513934394,38194091.58214423,32928872.043466568
361,369412.31425185007,0.2940412244051683,2.9135053098116073,38203098.790549226,32929973.788570054
362,367569.84797395923,0.27065702938460623,2.6924485942528924,38212061.05994832,32931180.44615548
363,365736.57221631403,0.249119042664164,2.4880352896076188,38220978.61563227,32932487.66556305
364,363912.4410465398,0.22928262482532202,2.299022585460298,38229851.681681916,32933891.09921263
365,362097.4087688495,0.2110143748951634,2.1242596547199364,38238680.48098051,32935386.407571856
366,360291.42992227426,0.1941912660482353,1.9626809248001698,38247465.23522564,32936969.264250655
367,358494.45927894575,0.17869984349325152,1.8132998058594207,38256206.16494067,32938635.360885784
368,356706.4518424335,0.16443548933936017,1.6752029049578512,38264903.48948559,32940380.411028083
369,354927.3628461258,0.15130173759493673,1.5475446309887635,38273557.42706762,32942200.15475572
370,353157.1477516588,0.1392096461825557,1.4295422226574646,38282168.19475127,32944090.361700755
371,351395.76224738336,0.12807721362984564,1.3204711111012337,38290736.00846808,32946046.835868604
372,349643.16224687337,0.11782884304480147,1.219660641628218,38299261.08302604,32948065.419328663
373,347899.3038874679,0.10839484587950317,1.1264900954506043,38307743.63211864,32950141.99398223
374,346164.1435288472,0.09971098360124094,1.040385000367375,38316183.868333675,32952272.48656144
375,344437.63775164075,0.0917180453230359,0.9608137202660995,38324582.0031617,32954452.8709849
376,342719.7433560647,0.08436145814977108,0.887284294216837,38332938.247004256,32956679.16917622
377,341010.4173605852,0.07759092595009097,0.8193414943205464,38341252.80918188,32958947.457645632
378,339309.61700060853,0.07136009765184778,0.756564112085707,38349525.89794183,32961253.86585034
379,337617.29972719477,0.0656262595304839,0.6985624333187481,38357757.720465675,32963594.582217135
380,335933.42320579465,0.060350053265195734,0.6449759111698514,38365948.482876584,32965965.853215896
381,334257.9453150062,0.055495213240708614,0.5954709939345368,38374098.390246496,32968363.987491943
382,332590.82414535334,0.05102832666144089,0.549739130306768,38382207.646603115,32970785.357579537
383,330932.0179980805,0.04691860975858164,0.5074949029253009,38390276.4549367,32973226.400103435
384,329281.48538396787,0.0431377037585725,0.4684743166321195,38398305.01720675,32975683.620488536
385,327639.1850221601,0.03965948414369807,0.4324331960604024,38406293.53434854,32978153.591034878
386,326005.0758390141,0.03645988736502548,0.3991457196305154,38414242.20627943,32980632.95351807
387,324379.1169669583,0.033516748249726655,0.36840304244141886,38422151.23190521,32983118.422091424
388,322761.26774336875,0.03080965251044356,0.3400120391572889,38430020.809126176,32985606.786140636
389,321151.4877094567,0.02831979842331861,0.31379412268137125,38437851.1348432,32988094.911260918
390,319549.7366091703,0.026029871591930112,0.2895841665843558,38445642.404963605,32990579.732361328
391,317955.9743881064,0.023923927120724577,0.2672294914300874,38453394.81440701,32993058.263043903
392,316370.16119243624,0.021987283091182898,0.24658894153446012,38461108.55711107,32995527.595334124
393,314792.2573678399,0.020206420399950457,0.22753201560785072,38468783.82603709,32997984.8983379
394,313222.22345845256,0.01856889216889468,0.20993807522415225,38476420.81317558,33000427.421304345
395,311660.02020582,0.01706323861535047,0.19369560013091444,38484019.70955176,33002852.49396698
396,310105.608547864,0.01567891016760081,0.17870151018631464,38491580.705230914,33005257.52626853
397,308558.9496178566,0.01440619454581472,0.16486052324641587,38499103.98932378,33007640.010547005
398,307020.0047434036,0.013236152111643789,0.15208457981628346,38506589.74999176,33009997.52180064
399,305488.7354454364,0.01216055409475554,0.14029229407585417,38514038.17445212,33012327.715557955
400,303965.10343721136,0.011171826639692373,0.12940845332467382,38521449.44898318,33014628.33299146
401,302449.07062331826,0.010262999233120667,0.11936355476791134,38528823.75892934,33016897.198014043
402,300940.5990986946,0.009427656434697115,0.11009337124968747,38536161.28870613,33019132.21793702
403,299439.6511476494,0.00865989490783725,0.10153856074271936,38543462.22180518,33021331.38506191
404,297946.1892428919,0.007954281849410496,0.0936442902362824,38550726.74079912,33023492.77690054
405,296460.17604456923,0.007305818618426391,0.08635990217771451,38557955.0273465,33025614.55560164
406,294981.5743993091,0.006709905728675678,0.07963859453155984,38565147.26219657,33027694.96816408
407,293510.34733927,0.006162311457298829,0.07343713185557058,38572303.62519409,33029732.34683651
408,292046.45808119734,0.005659142560490687,0.06771557506490025,38579424.29528405,33031725.109006368
409,290589.870025486,0.005196817230423869,0.062437030588501675,38586509.45051641,33033671.75744445
410,289140.5467552487,0.004772040829749742,0.057567423217536676,38593559.26805069,33035570.88001512
411,287698.4520353904,0.004381782481673799,0.05307527836791127,38600573.92416069,33037421.149534695
412,286263.5498116887,0.004023254566073684,0.0489315288120521,38607553.59423896,33039221.32359073
413,284835.8042098791,0.0036938929633091298,0.045109328820928205,38614498.45280144,33040970.24440034
414,283415.17953474674,0.0033913395744731125,0.04158388839784127,38621408.673491955,33042666.838317733
415,282001.6402692232,0.0031134256018132173,0.038332314865213726,38628284.429086655,33044310.11575751
416,280595.15107348794,0.0028581562796542283,0.03533346729217289,38635125.89149852,33045899.170433175
417,279195.6767840768,0.002623697830548197,0.03256782946770574,38641933.231781736,33047433.178939417
418,277803.1824129934,0.0024083637701561634,0.03001737981586212,38648706.620136105,33048911.40048142
419,276417.6331468271,0.0022106034677837755,0.027665480424538407,38655446.22591139,33050333.17508556
420,275038.9943458758,0.002028991331848431,0.025496772178738736,38662152.21761166,33051697.924755648
421,273667.2315432726,0.0018622164278395273,0.023497073985096272,38668824.76289959,33053005.152933434
422,272302.3104441193,0.0017090738193587139,0.021653297308475275,38675464.02860069,33054254.442262683
423,270944.19692462235,0.0015684556884189066,0.019953359783490224,38682070.18070761,33055445.45212534
424,269592.85703123524,0.0014393435691263839,0.01838610836545098,38688643.38438433,33056577.92068854
425,268248.2569798051,0.0013208015779124739,0.016941250801240898,38695183.803970344,33057651.66293216
426,266910.3631547234,0.0012119693653826588,0.01560928653172952,38701691.602984846,33058666.56899614
427,265579.1421080821,0.001112056228880265,0.01438144836058552,38708166.94413087,33059622.603720017
428,264254.5605588332,0.0010203354283073113,0.013249645728697634,38714609.98929938,33060519.80580742
429,262936.585391954,0.0009361389254272875,0.012206411637827156,38721020.899573416,33061358.285953186
430,261625.1836576159,0.0008588530355968466,0.011244857265338283,38727399.83523212,33062138.224320773
431,260320.32257035785,0.000787913732239309,0.01035862554158784,38733746.95575478,33062859.87162113
432,259021.96950826407,0.0007228027420042645,0.009541850942225006,38740062.41982488,33063523.54716517
433,257730.0920121464,0.0006630439588688708,0.008789122366921349,38746346.38533412,33064129.634874433
434,256444.6577847302,0.0006081998957103465,0.008095446707921228,38752599.009386316,33064678.58344253
435,255165.63468984546,0.0005578686351339102,0.007456218407449974,38758820.44830144,33065170.905752786
436,253892.9907516211,0.0005116808634194581,0.0068671888543944785,38765010.85761951,33065607.173835438
437,252626.69415368413,0.0004692972200879139,0.006324438576506113,38771170.3921045,33065988.026870236
438,251366.71323836266,0.0004304061551877182,0.005824352753054583,38777299.20574825,33066314.15013185
439,250113.0165058929,0.0003947214523133122,0.0053635966681065406,38783397.451774344,33066586.293368116
440,248865.57261363068,0.0003619802245580309,0.004939094806119817,38789465.28264193,33066805.258876562
441,247624.3503752663,0.00033194100933804974,0.004548010891280896,38795502.85004957,33066971.900696624
442,246389.31876004397,0.0003043820100537493,0.004187728719406185,38801510.30493905,33067087.12258084
443,245160.4468919851,0.0002790995615585976,0.003855836177182462,38807487.79749914,33067151.876924224
444,243937.70404911536,0.000255906556902646,0.00355010886592581,38813435.47716943,33067167.162459724
445,242721.0596626957,0.000234631144384945,0.0032684955765036037,38819353.49264399,33067134.021687582
446,241510.4833164577,0.0002151156584695293,0.0030091050093997047,38825241.991875164,33067053.539655633
447,240305.9447458419,0.000197215350207942,0.0027701928867064217,38831101.12207725,33066926.840455726
448,239107.41383724107,0.00018079728398985858,0.0025501513414635177,38836931.02973022,33066755.0854081
449,237914.8606272464,0.00016573934400329764,0.0023474981158629676,38842731.86058335,33066539.473008737
450,236728.25530189805,0.00015192937156106658,0.0021608666016355,38848503.7596589,33066281.23284727
451,235547.56819593918,0.00013926448680184707,0.001988997109901931,38854246.87125574,33065981.627355702
452,234372.7697920739,0.00012765019173778308,0.0018307283626491635,38859961.338952966,33065641.945480153
453,233203.83072022893,0.00011699978933493945,0.0016849898771381943,38865647.3056135,33065263.504853744
454,232040.721756819,0.00010723373459414985,0.0015507947947488918,38871304.91338765,33064847.644836105
455,230883.41382401562,9.827899321456159e-05,0.001427233514041033,38876934.303716704,33064395.72910761
456,229731.87798902023,9.006848467979491e-05,0.0013134679544212083,38882535.61733643,33063909.138397995
457,228586.08546334034,8.254063237316792e-05,0.001208725873293202,38888108.99428064,33063389.272905417
458,227446.00760206938,7.563896047864011e-05,0.0011122951489003167,38893654.57388464,33062837.54526721
459,226311.61590317075,6.931166695780742e-05,0.0010235198178782591,38899172.4947888,33062255.384801403
460,225182.88200676456,6.35111779541122e-05,0.0009417951884122634,38904662.89494195,33061644.23148521
461,224059.77769441876,5.819386739772937e-05,0.0008665642027263881,38910125.911604844,33061005.531325012
462,222942.27488844335,5.331968658785294e-05,0.0007973135119799481,38915561.681353636,33060340.73466263
463,221830.34565118823,4.885186826695107e-05,0.0007335702007394573,38920970.340083264,33059651.295224957
464,220723.96218434465,4.475668512197876e-05,0.000674898623272291,38926352.02301085,33058938.674544446
465,219623.09682825007,4.1003211729895024e-05,0.000620897198789547,38931706.8646791,33058204.33104693
466,218527.7220611967,3.756308939499552e-05,0.0005711960801835456,38937034.99895963,33057449.720618904
467,217437.81049874335,3.4410260092447035e-05,0.0005254544357145843,38942336.55905639,33056676.295905948
468,216353.33489302985,3.152087981013205e-05,0.0004833585435595701,38947611.67750892,33055885.50282449
469,215274.26813209927,2.887306669306878e-05,0.000444619466534701,38952860.4861957,33055078.77908922
470,214200.58323921697,2.6446700040841952e-05,0.0004089708505341389,38958083.116337426,33054257.553270504
471,213132.25337218397,2.4223307565476022e-05,0.0003761670109399848,38963279.69850039,33053423.241775375
472,212069.2518226976,2.2186016661576277e-05,0.0003459824031364759,38968450.36259957,33052577.247328766
473,211011.55201565326,2.031931742791724e-05,0.00031820885503937416,38973595.237902,33051720.958097927
474,209959.12750848097,1.860895157205595e-05,0.00029265422735446587,38978714.45303009,33050855.744932972
475,208911.95199052143,1.7041938868087477e-05,0.0002691426812684441,38983808.13596452,33049982.9599238
476,207869.99928231465,1.5606300523706336e-05,0.0002475113571405754,38988876.41404783,33049103.936046626
477,206833.24333498278,1.429107554754483e-05,0.00022761060708497625,38993919.413987376,33048219.984396037
478,205801.6582295764,1.3086231882082086e-05,0.00020930292862723722,38998937.261858486,33047332.392968662
479,204775.21817639456,1.1982509641699905e-05,0.00019246102098211692,39003930.08310779,33046442.426413357
480,203753.8975143893,1.097148393024654e-05,0.0001769683608971808,39008898.00255613,33045551.323404808
481,202737.67071048485,1.0045404500850226e-05,0.00016271735391232842,39013841.14440185,33044660.295819636
482,201726.5123589532,9.197161523105723e-06,0.00014960890368871638,39018759.63222383,33043770.52857697
483,200720.39718081517,8.420301668714623e-06,0.00013755256982491763,39023653.588984445,33042883.177111235
484,199719.3000231218,7.708825175309426e-06,0.0001264640711092031,39028523.137032986,33041999.3669655
485,198723.19585833442,7.057161017380722e-06,0.00011626496288684785,39033368.39810875,33041120.193672348
486,197732.05978379818,6.4602915324788565e-06,0.00010688411411457657,39038189.49334356,33040246.72039697
487,196745.86702111916,5.913718623352658e-06,9.825727055273627e-05,39042986.5432648,33039379.978014756
488,195764.59291540447,5.413204062164697e-06,9.032388936237272e-05,39047759.6677991,33038520.96504112
489,194788.212934691,4.954818591615433e-06,8.302770298903146e-05,39052508.986275166,33037670.645444818
490,193816.70266946516,4.53506877230828e-06,7.631820187704643e-05,39057234.61742606,33036829.94895661
491,192850.0378319547,4.150759171842301e-06,7.01489516010066e-05,39061936.679392666,33035999.771530967
492,191888.19425545892,3.7988989021213597e-06,6.447644044711503e-05,39066615.28972694,33035180.972216863
493,190931.14789378192,3.476721235863961e-06,5.926029696248409e-05,39071270.5653947,33034374.375124987
494,189978.8748207761,3.181776508744832e-06,5.446452415406412e-05,39075902.622777805,33033580.768600017
495,189031.35122957994,2.911784079138184e-06,5.005555912740402e-05,39080511.57767786,33032800.904511116
496,188088.55343201794,2.664612406310419e-06,4.6002020762590965e-05,39085097.5453192,33032035.49843471
497,187150.4578580532,2.438300080210174e-06,4.2274942405792125e-05,39089660.64035147,33031285.229253195
498,186217.04105531983,2.2311398226838126e-06,3.8848703185970916e-05,39094200.97685195,33030550.739251286
499,185288.279688347,2.0415199447969883e-06,3.569916708254075e-05,39098718.66832931,33029832.63399552
500,184364.15053800814,1.8679430068473214e-06,3.280386201159062e-05,39103213.82772632,33029131.482427906
501,183444.63050100757,1.7090474307029577e-06,3.014223109689331e-05,39107686.567422286,33028447.8170306
502,182529.69658936452,1.5636254017788405e-06,2.7695844054700653e-05,39112136.99923562,33027782.133909576
503,181619.32592966914,1.430539406506206e-06,2.5447327744679925e-05,39116565.23442744,33027134.89323736
504,180713.4957625561,1.3087353037776005e-06,2.3380517141459975e-05,39120971.3837041,33026506.51864972
505,179812.18344225548,1.1972687782325376e-06,2.14808891906923e-05,39125355.55721943,33025897.39859101
506,178915.36643597277,1.0952820371850994e-06,1.9735225579343497e-05,39129717.8645777,33025307.886480916
507,178023.0223232099,1.0019635547644737e-06,1.8131012297604378e-05,39134058.41483697,33024738.29966109
508,177135.12879524266,9.16553024554501e-07,1.6656541106385025e-05,39138377.316511594,33024188.92246251
509,176251.66365464876,8.383641339191074e-07,1.530116380757612e-05,39142674.67757453,33023660.00458257
510,175372.60481487776,7.668207170472923e-07,1.4055705203134044e-05,39146950.605459414,33023151.761199806
511,174497.93029940536,7.013602075028959e-07,1.2911302055592004e-05,39151205.20706473,33022664.376771588
512,173627.6182412728,6.414600464485713e-07,1.1859700461032565e-05,39155438.58875598,33022198.001493517
513,172761.64688256488,5.866386051239938e-07,1.089325877909698e-05,39159650.85636826,33021752.753637187
514,171899.99457406023,5.36484451398982e-07,1.0005322727163976e-05,39163842.11520797,33021328.722817387
515,171042.63977442324,4.906086383312161e-07,9.189594082739064e-06,39168012.47005671,33020925.964715064
516,170189.56104970066,4.4864810493593037e-07,8.440167614604558e-06,39172162.025173776,33020544.50717915
517,169340.73707279796,4.102651279028926e-07,7.751521783956497e-06,39176290.88429866,33020184.34948453
518,168496.1466231411,3.7516240081964763e-07,7.118844214678923e-06,39180399.15065271,33019845.46102249
519,167655.76858597773,3.4306456405250746e-07,6.537690518183428e-06,39184486.92694255,33019527.783576384
520,166819.5819517864,3.13709798239406e-07,6.003843088216977e-06,39188554.31536293,33019231.232869998
521,165987.56581578535,2.8685067757360253e-07,5.5133538932351736e-06,39192601.417599134,33018955.698926672
522,165159.69937753392,2.62271856661559e-07,5.062701009745857e-06,39196628.3348289,33018701.04721333
523,164335.961940421,2.3979075973341995e-07,4.648781904622106e-06,39200635.16772491,33018467.11762328
524,163516.33291095102,2.1922776505146162e-07,4.268613739201712e-06,39204622.01645829,33018253.726164747
525,162700.79179829886,2.0041687915148596e-07,3.919422551141398e-06,39208588.98070074,33018060.666622624
526,161889.31821135583,1.831998530557157e-07,3.5985392230084233e-06,39212536.15963891,33017887.710897647
527,161081.89187034394,1.6746764831526028e-07,3.3040698718302286e-06,39216463.65191795,33017734.609905906
528,160278.4925834895,1.5308001004611647e-07,3.0335901277022457e-06,39220371.55575489,33017601.09429883
529,159479.10026689694,1.3992733424859215e-07,2.7851626855515215e-06,39224259.96884205,33017486.87533146
530,158683.69493591334,1.2790631309103236e-07,2.55695250329607e-06,39228128.98838901,33017391.645970527
531,157892.2567045825,1.1692163571405708e-07,2.347417389789701e-06,39231978.711125255,33017315.081585035
532,157104.76578639785,1.0688364273847333e-07,2.1550451747403706e-06,39235809.23329654,33017256.840730622
533,156321.20249418716,9.770868471167102e-08,1.9783938753329037e-06,39239620.65066543,33017216.56616639
534,155541.54724001687,8.931942054267953e-08,1.816125138128255e-06,39243413.05851177,33017193.885898914
535,154765.78053502645,8.164485392386908e-08,1.6670052788541023e-06,39247186.55163349,33017188.413780455
536,153993.88298054656,7.462228584586662e-08,1.5299610240801958e-06,39250941.22438982,33017199.750470042
537,153225.8352755333,6.819568029169002e-08,1.4040328539834958e-06,39254677.17066512,33017227.48418904
538,152461.61822033708,6.231483573521995e-08,1.288351349743622e-06,39258394.48385054,33017271.19167397
539,151701.2127132966,5.693613389330542e-08,1.182158569408635e-06,39262093.25686059,33017330.43905467
540,150944.59975073885,5.202253972576377e-08,1.084808047895034e-06,39265773.58213316,33017404.782548882
541,150191.7604162444,4.753468395160139e-08,9.955847984453233e-07,39269435.5516817,33017493.76916028
542,149442.67587767311,4.342839228275723e-08,9.136554404515255e-07,39273079.257109724,33017596.937803645
543,148697.32740894688,3.967278057577211e-08,8.384334483310088e-07,39276704.78950483,33017713.821765274
544,147955.6963796503,3.6241616063596085e-08,7.694047788310516e-07,39280312.239489295,33017843.940803826
545,147217.76425491762,3.311322346848839e-08,7.061259759268624e-07,39283901.69722062,33017986.818476062
546,146483.51259029322,3.026607410453851e-08,6.481696651953845e-07,39287473.25241654,33018141.967778638
547,145752.9230166829,2.7665871019258607e-08,5.949649644237675e-07,39291026.99442821,33018308.89830833
548,145025.9772685287,2.528972886680577e-08,5.460962752130359e-07,39294563.01210315,33018487.116205357
549,144302.6571747938,2.3118437029444625e-08,5.012076780787438e-07,39298081.39382913,33018676.124474615
550,143582.9446575083,2.113521162318054e-08,4.5998751093760337e-07,39301582.22754121,33018875.42473855
551,142866.82173018722,1.9325216193595017e-08,4.2216113593087767e-07,39305065.60072946,33019084.51583311
552,142154.27047921016,1.7669920491820595e-08,3.8740580774251097e-07,39308531.60052951,33019302.89602495
553,141445.27308697614,1.6154115486950083e-08,3.5545653711422426e-07,39311980.313609935,33019530.064928733
554,140739.8118305332,1.4765498175080661e-08,3.260998252009975e-07,39315411.826178916,33019765.52039838
555,140037.86907757734,1.3493459444348949e-08,2.991553712487385e-07,39318826.2240037,33020008.763715006
556,139339.4272863576,1.2329068102882937e-08,2.7447548797034876e-07,39322223.59241108,33020259.296612337
557,138644.46899110984,1.1262619648765722e-08,2.51855379317224e-07,39325604.01635822,33020516.62298184
558,137952.9768107702,1.0285102597876269e-08,2.3108681239075971e-07,39328967.58039028,33020780.251032706
559,137264.9334592454,9.389926763693625e-09,2.1202137756612888e-07,39332314.368590474,33021049.690482646
560,136580.3217385759,8.571772735123504e-09,1.9452837599700065e-07,39335644.4646133,33021324.45759736
561,135899.12453866925,7.826505379387929e-09,1.7849404783179448e-07,39338957.95168589,33021604.071438856
562,135221.32482431576,7.1469587334228194e-09,1.6378396226009404e-07,39342254.91267107,33021888.0540134
563,134546.90564581082,6.526384314729271e-09,1.5027378559558378e-07,39345535.430015795,33022175.93635702
564,133875.8501442355,5.960165310872729e-09,1.378645763950092e-07,39348799.58572541,33022467.255415987
565,133208.14154675856,5.444291550743591e-09,1.264691781551351e-07,39352047.46138652,33022761.55181276
566,132543.763166044,4.975268688511256e-09,1.16011433200586e-07,39355279.138169825,33023058.374640204
567,131882.6983861151,4.547952156745569e-09,1.0640743318015167e-07,39358494.696898974,33023357.2819033
568,131224.9306764235,4.157702979062326e-09,9.758417998200603e-08,39361694.217982024,33023657.836428925
569,130570.44359441024,3.800780197802149e-09,8.948298262427724e-08,39364877.78139907,33023959.60938771
570,129919.22078149536,3.4737263720175406e-09,8.2054138068341e-08,39368045.4667217,33024262.183070086
571,129271.24596207235,3.1734136410575092e-09,7.525494545502007e-08,39371197.35311789,33024565.145869292
572,128626.50292952612,2.8976841710584533e-09,6.902209697542122e-08,39374333.51942005,33024868.094398327
573,127984.97556233003,2.64461282868613e-09,6.330346340834183e-08,39377454.044046685,33025170.638756733
574,127346.64782403372,2.412507738592913e-09,5.805807008874055e-08,39380559.005002484,33025472.394865688
575,126711.50376012563,2.2000539970927886e-09,5.324990152768243e-08,39383648.47989355,33025772.988769732
576,126079.5274965031,2.006193900969912e-09,4.8846577151320214e-08,39386722.54593489,33026072.058323037
577,125450.70322596503,1.8290695099912814e-09,4.4807659647606326e-08,39389781.28001605,33026369.251063146
578,124825.01522579214,1.6673989430937608e-09,4.1099872109654116e-08,39392824.75861567,33026664.22471844
579,124202.44785561528,1.5203094883005323e-09,3.769525280042387e-08,39395853.057811804,33026956.64810565
580,123582.98555501323,1.3871495557846992e-09,3.456907599475027e-08,39398866.253293626,33027246.20009881
581,122966.61284128773,1.2672590696074755e-09,3.1699210594275754e-08,39401864.420372255,33027532.570998542
582,122353.31429658763,1.1586408980666751e-09,2.9062408916329457e-08,39404847.63404337,33027815.463447835
583,121743.0745870328,1.0599341334162177e-09,2.663981883070658e-08,39407815.96889421,33028094.592433304
584,121135.87845863882,9.699936009499729e-10,2.4415809165199007e-08,39410769.49912338,33028369.68238701
585,120531.71073548164,8.877004621645553e-10,2.2377440646657785e-08,39413708.29854977,33028640.46783141
586,119930.55631803522,8.120154755437343e-10,2.0513421977379246e-08,39416632.44062066,33028906.696559317
587,119332.40016902122,7.424323824357204e-10,1.8805223367718824e-08,39419541.99848057,33029168.128282085
588,118737.22733227783,6.783733397565646e-10,1.723892619403854e-08,39422437.044879414,33029424.53412208
589,118145.02293023374,6.192698504222397e-10,1.5803636743639133e-08,39425317.65218485,33029675.696176093
590,117555.77216139373,5.646433297971399e-10,1.4489907093855098e-08,39428183.89239447,33029921.408965863
591,116969.46029927717,5.141128406048774e-10,1.3289367384219858e-08,39431035.837140985,33030161.47897823
592,116386.0726786703,4.674952643317859e-10,1.2189963536161708e-08,39433873.5577591,33030395.72435178
593,115805.5947120085,4.2468593392878787e-10,1.1181632131392186e-08,39436697.12520581,33030623.973986555
594,115228.01188893506,3.8566184709400073e-10,1.0256147648222936e-08,39439506.61006255,33030846.069018133
595,114653.30977326792,3.505037690030614e-10,9.406071668688944e-09,39442302.08254996,33031061.86237729
596,114081.47400237135,3.193561999835104e-10,8.624750798574934e-09,39445083.61253093,33031271.218336433
597,113512.49027391223,2.915834923581979e-10,7.906272821480586e-09,39447851.269575045,33031474.012586843
598,112946.34435972883,2.6665355630259416e-10,7.2455126138374935e-09,39450605.12289107,33031670.13133046
599,112383.0221076082,2.442511205512116e-10,6.638138029635444e-09,39453345.241318375,33031859.472875215
